content
"kerennn banyak diskon murah"" enteng juga aplikasi nyaa. bintang 4 dulu yaaa, tambahin dong layanan tiketnya, DLU Fery & Pelni di masukkan juga, kapal gede"" yg untuk nyebrang Kalimantan - Jawa dsb. biar makin lengkap ini aplikasi.. mantap, penuh harap ini semoga di dengarr. 👍👍👍👍👍👍👍"
"Tolong saya beli asuransi perjalanan (pesawat) itu agar bisa diclaim jika ada tiba tiba pesawat dicancel atau delay. Pesawat saya ada dicancel mendadak oleh maskapainya tanpa info pas kami sdh tiba di airport. Saya sdh mengajukan claim, sdh tunggu stgh bulan & partner asuransi anda dg seenaknya tolak pengajuan claiman saya tanpa ada alasan yg jelas, berasa dikerjain. Susah sekali ya mau claim disini, tolong dibaca jg review yg org lain mengenai partner asuransi Anda, agar bisa jadi pertimbangan"
"semakin kesini tambah ga jelas, saya sering pesan padahal...tiba2 hotel refund, ditaruh ke bliblipay 2x berturut turut...ni aplikasi gila, kalau mau cairin lama ga bisa buka...sengaja minta nyimpenin ke bliblipay ni maksudnya apa ya? ga rekomended skrg"
"aplikasinya kayaknya kurang teruntegrasi dg pihak hotel,, di aplikasi masih ada dan bs di order, tp tdak masuk k sistem hotel nya,, alhasil tengah malam terlunta2 g bs cek in,, pdahal saldo udah terpotong dan transaki berhasil"
"awal refund sih lancar, pas pengajuan reshedule lama nya susah minta ampun😡 saya sudah hub costumer service nya maaf jawaban anda saya tidak mengerti 🤔 masak iya, untuk komplian uang kita kembali atau ganti jam penerbangan atau hari lain susah nya minta ampun 😡 bonus nya selangit, pelayanannya tidak memadai😡😡😡😡 nyesel dah, download aplikasi ini😩"
"3 kali pesen hotel tidak sesuai dengan yg ada di aplikasi. hotel pertama di Bali ternyata hotelnya sudah tidak beroperasi, hotel kedua pesen ternyata saya dicancel tp sudah pembayaran dan uang tidak dikembalikan ke rekening malah ke biblipay lalu yg skr sudah keluar e-tiket malah pihak hotel bilang sudah tidak bekerjasama karena saya pilih yg tidak bisa refund jadi hangus uang saya. sangatttt mengecewakan!!!!!"
"buruk, sudah bayar tapi status pembayaran tetap menunggu pembayaran padahal waktu belum berakhir... alhasil duit nyangkut entah kapan dbalikinnya lumayan 700"
"Maaf, sebelumnya saya berikan bintang 5, tapi sekarang bintang 1, terlalu kecewa, keluhan ditanggapi sangat lama, padahal itu hak kita karena e-ticket tidak terbit dan uang sudah didebet, mau minta hak kita saja lama, digantung terus. Kapok pake aplikasi sampah 😌"
"aplikasi ya aneh bet dah, tgl y gk langsung nyesuain ke tgl yg di se diakan di hp / jaringan, + promo utk pengguna baru tu banyak banget syaratnya.kenapa saya kasi bintang 5? y supaya kalian lihat pendapat saya. mending pake traveloka aja si saran saya 🙏"
"belum ada fitur yg memperbolehkan pengoreksian nama pemesan, sehingga saat saya mengalami kejadian terdapat kesalahan pada system aplikasi sehingga nama pemesan tiket dengan nama di e-tiket yg saya terima berbeda."
"Tidak recommend, saya pesan hotel tipe tertentu ketika datang, voucher yang keluar ke pihak hotel berbeda (downgrade). Sudah lapor CS, kompensasi tidak memuaskan juga."
"Untuk pesan tiket pesawat dikasih diskon tanpa embel2 padahal pembelian pertama. dan Proses pemesan hingga pembayaran mudah dan setelah pesan langsung di kirimkan ke WA. mantap sekali, semoga kedepannya bisa tetap mempertahankan kinerja yang baik dari aplikasi ini. Good Job."
memudahkan dalam urusan akomodasi tingkat kan terus pelayanan ny tiket. com lebih banyak juga promo ny..
"kalau ada bintang 10, ku kasih bintang 10.. pelayanan refund super cepat, di proses dalam 2 hari..mantap!! harga terjamin paling murah. tingkatkan dan pertahankan terus pelayanannya"
"ada satu tombol kotak berketerangan ; batalkan. itu penjualan asuransi tambahan. padahal tidak ada niat untuk membeli, kalau lupa klik batalkan, maka akan terbelih tanpa sadar bagi orang yang belum mengerti.! Program tersebut tidak bijak,, seolah seperti penjualan jebakan halus. Thanks 🙏😃"
"saya pesan kamar deluxe utk 4 orang pelayanan baik,harga sesuai,dekat unnes sekitar 1,5 km,di deskripsi tertulis kamar mandi di dalam,tp ternyata hanya shower,kalau mau BAB harus keluar ada WC umum parkir mobil hanya muat 3 mobil,ada parkir di gedung bbrp blok dari hotel,tdk berdampingan dg hotel secara keseluruhan lumayan lah apalagi pas utbk/tes cpns dekat dg unnes"
kok aku bandingin sama aplikasi sebelah harga lebih mahal di sini ya? malah biaya reschedule juga lebih mahal di sini? cuma kelebihannya di sini ada tertera jenis pesawatnya apa
"dia yang ngasih nama sendiri eh udh di bandara nya g dibolehin naik sama pihak bandara di suruh bayar lagi , dobel kill ini tiket g rekomendasi harusnya beli tiket lebih murah ini malah tambah hancur aplikasi ini penipuan"
